Date,tavg,pcp,county
201809,66.3,3.08,Niagara
201810,49.7,3.76,Niagara
201811,35,4.49,Niagara
201812,32.5,2,Niagara
201901,21.5,3.2,Niagara
201902,26.1,1.96,Niagara
201903,30.7,1.99,Niagara
201904,44.4,2.97,Niagara
201905,54.2,4.44,Niagara
201906,64.7,3.58,Niagara
201907,72.9,3.07,Niagara
201908,69.4,4.08,Niagara
201909,64.2,4.58,Niagara
201910,52.4,4.69,Niagara
201911,34.7,1.81,Niagara
201912,31.9,3.74,Niagara
202001,31.4,2.42,Niagara
202002,28.4,2.36,Niagara
202003,40,2.45,Niagara
202004,43.1,3.08,Niagara
202005,55.3,2.31,Niagara
202006,67.1,2.44,Niagara
202007,75.6,3.51,Niagara
202008,71.2,2.48,Niagara
202009,62.4,2.12,Niagara
202010,51,3.01,Niagara
202011,45.4,2.49,Niagara
202012,32.6,2.95,Niagara
202101,28.3,1.27,Niagara
202102,22.5,1.63,Niagara
202103,38.7,1.17,Niagara
202104,47.2,2.8,Niagara
202105,55.5,1.36,Niagara
202106,69.3,2.22,Niagara
202107,69.4,8.07,Niagara
202108,73.5,2.12,Niagara
202109,64.3,5.28,Niagara
202110,57.3,4.84,Niagara
202111,40,1.95,Niagara
202112,37,1.8,Niagara
202201,20.2,2.3,Niagara
202202,26.2,3.82,Niagara
202203,37,1.85,Niagara
202204,43.8,2.1,Niagara
202205,59.7,2.68,Niagara
202206,67.1,2.29,Niagara
202207,71.1,2.5,Niagara
202208,70.9,3.44,Niagara
202209,62.5,3.03,Niagara
202210,50.5,2.82,Niagara
202211,42.3,3.49,Niagara
202212,32.1,3.66,Niagara
202301,31.7,3.07,Niagara
202302,32,1.96,Niagara
202303,34.8,3.16,Niagara
202304,48.7,4.01,Niagara
202305,55.3,1.25,Niagara
202306,64.9,2.34,Niagara
202307,71.6,5.3,Niagara
202308,67.4,3.59,Niagara
202309,63.5,1.6,Niagara
202310,54.1,2.38,Niagara
202311,39,1.94,Niagara
202312,38.3,3.59,Niagara
202401,28,4.21,Niagara
202402,32.8,0.84,Niagara
202403,39.5,1.73,Niagara
202404,46.7,4.28,Niagara
202405,61.5,2.25,Niagara
202406,67.6,4.77,Niagara
202407,71.1,3.4,Niagara
202408,68.9,2.34,Niagara
202409,64.8,3.14,Niagara
202410,52.3,1.87,Niagara
202411,43.8,2.53,Niagara
202412,30.8,3.01,Niagara
202501,22.6,1.21,Niagara
202502,24,2.31,Niagara
202503,39.5,1.6,Niagara
202504,46.8,3.5,Niagara
202505,54.9,3.45,Niagara
202506,68.7,2.44,Niagara
202507,73.7,1.49,Niagara
202508,68.5,2.02,Niagara
202509,63.8,0.88,Niagara
202510,52.2,4.5,Niagara
202511,38.5,3.01,Niagara
202512,26.5,3.42,Niagara
201601,22.2,2.23,Oneida
201602,25.6,4.63,Oneida
201603,36.6,2.64,Oneida
201604,40.5,3.18,Oneida
201605,55.8,2.47,Oneida
201606,63.4,3.72,Oneida
201607,70.1,3.48,Oneida
201608,70.5,6.22,Oneida
201609,62.7,2.77,Oneida
201610,49.8,7.49,Oneida
201611,39.5,2.27,Oneida
201612,26.4,4.8,Oneida
201701,26.7,4.24,Oneida
201702,28.9,3.58,Oneida
201703,26.1,2.97,Oneida
201704,48,5.58,Oneida
201705,53.1,7.25,Oneida
201706,63.1,5.27,Oneida
201707,68,6.25,Oneida
201708,65.5,3.15,Oneida
201709,62.6,2.25,Oneida
201710,54.7,5.69,Oneida
201711,35,3.51,Oneida
201712,21.4,3.96,Oneida
201801,17.2,3.99,Oneida
201802,27.8,3.61,Oneida
201803,28.9,3.57,Oneida
201804,36.3,3.53,Oneida
201805,59.6,2.74,Oneida
201806,62.9,2.82,Oneida
201807,71.6,5.38,Oneida
201808,70.2,5.17,Oneida
201809,63.5,4.62,Oneida
201810,46.9,4.97,Oneida
201811,32.4,6.58,Oneida
201812,26.8,3.6,Oneida
201901,17.7,4.82,Oneida
201902,23,3.58,Oneida
201903,28.2,2,Oneida
201904,43.7,5.05,Oneida
201905,53.5,7.77,Oneida
201906,62.5,5.48,Oneida
201907,70.8,5.51,Oneida
201908,66.2,4.12,Oneida
201909,60.3,3.95,Oneida
201910,49.6,6.74,Oneida
201911,32.1,4.43,Oneida
201912,26.2,4.42,Oneida
202001,26.5,3.13,Oneida
202002,25,2.84,Oneida
202003,35.5,3.35,Oneida
202004,40.2,3.01,Oneida
202005,53.8,3.69,Oneida
202006,64.8,1.72,Oneida
202007,73,5.2,Oneida
202008,68.6,4.05,Oneida
202009,59.8,2.29,Oneida
202010,48.2,4.3,Oneida
202011,41,3.4,Oneida
202012,28.9,4.26,Oneida
202101,22.2,2.44,Oneida
202102,20.8,2.27,Oneida
202103,33.4,1.68,Oneida
202104,45,2.67,Oneida
202105,54.4,3.09,Oneida
202106,66.9,4.31,Oneida
202107,67.2,9.74,Oneida
202108,69.9,7.51,Oneida
202109,61.3,3.59,Oneida
202110,54.8,7.49,Oneida
202111,36.4,3.5,Oneida
202112,31.6,3.48,Oneida
202201,13.5,2.33,Oneida
202202,22.2,4.66,Oneida
202203,32.2,3.61,Oneida
202204,43,4.94,Oneida
202205,58.7,2.76,Oneida
202206,62.8,4.45,Oneida
202207,69.1,4.84,Oneida
202208,69.3,6.01,Oneida
202209,60.4,5.1,Oneida
202210,48.8,1.67,Oneida
202211,40.4,5.16,Oneida
202212,27.8,5.39,Oneida
202301,28.8,4.2,Oneida
202302,26.2,2.72,Oneida
202303,30.9,3.2,Oneida
202304,47.6,3.97,Oneida
202305,54.2,2.92,Oneida
202306,63.6,5.2,Oneida
202307,70.6,5.2,Oneida
202308,65.3,7.96,Oneida
202309,61.6,1.69,Oneida
202310,53.1,4.51,Oneida
202311,35.1,3.52,Oneida
202312,34.6,5.95,Oneida
202401,25.8,4.65,Oneida
202402,29.5,1.56,Oneida
202403,36.6,4.05,Oneida
202404,45.2,3.81,Oneida
202405,60.2,4.66,Oneida
202406,66.1,6.12,Oneida
202407,70.7,5.65,Oneida
202408,66.5,8.56,Oneida
202409,62.9,2.88,Oneida
202410,50.3,2.16,Oneida
202411,40.9,3.68,Oneida
202412,26.2,4.39,Oneida
202501,19,3.39,Oneida
202502,21,4.78,Oneida
202503,35.8,2.77,Oneida
202504,44,3.64,Oneida
202505,54.8,5.83,Oneida
202506,65.8,6.12,Oneida
202507,71.8,3.68,Oneida
202508,66.6,2.35,Oneida
202509,61.7,2.49,Oneida
202510,49.9,3.66,Oneida
202511,35.7,5.15,Oneida
202512,21.5,4.72,Oneida
201601,24.7,2.02,Onondaga
201602,27.1,4.79,Onondaga
201603,38.1,2.44,Onondaga
201604,40.9,2.34,Onondaga
201605,56.4,2.63,Onondaga
201606,64.7,2.52,Onondaga
201607,71.4,2.2,Onondaga
201608,72.4,4.12,Onondaga
201609,63.6,3.5,Onondaga
201610,51,8.34,Onondaga
201611,40.9,3.35,Onondaga
201612,28.3,3.67,Onondaga
201701,28.5,3.43,Onondaga
201702,32.2,3.58,Onondaga
201703,28.8,3.69,Onondaga
201704,49.4,5.13,Onondaga
201705,54.4,6.08,Onondaga
201706,64.4,5.29,Onondaga
201707,68.9,6.11,Onondaga
201708,66.5,2.62,Onondaga
201709,63,2.14,Onondaga
201710,55.8,6.75,Onondaga
201711,36.9,3.66,Onondaga
201712,23.6,2.62,Onondaga
201801,20,3.83,Onondaga
201802,30.8,2.73,Onondaga
201803,29.8,3.93,Onondaga
201804,37.9,2.95,Onondaga
201805,61.1,2.42,Onondaga
201806,64.2,3.04,Onondaga
201807,72,4.6,Onondaga
201808,71.1,3.7,Onondaga
201809,64.3,3.42,Onondaga
201810,48.6,4.96,Onondaga
201811,33.8,6.03,Onondaga
201812,29.7,3.25,Onondaga
201901,20.3,3.9,Onondaga
201902,25.5,2.43,Onondaga
201903,30.7,1.71,Onondaga
201904,45.3,3.62,Onondaga
201905,54.7,5.84,Onondaga
201906,63.4,5.29,Onondaga
201907,71.8,4.86,Onondaga
201908,67.3,4.63,Onondaga
201909,61.6,3.38,Onondaga
201910,51.2,6.29,Onondaga
201911,34.1,2.61,Onondaga
201912,28.5,4.08,Onondaga
202001,28.9,3.09,Onondaga
202002,27.1,2.95,Onondaga
202003,38.1,2.87,Onondaga
202004,41.7,3.13,Onondaga
202005,55,3.88,Onondaga
202006,66.7,1.52,Onondaga
202007,74.4,5.29,Onondaga
202008,70.5,3.49,Onondaga
202009,61.2,1.74,Onondaga
202010,50.1,3.88,Onondaga
202011,43.5,2.48,Onondaga
202012,31.3,3.35,Onondaga
202101,25.1,2.38,Onondaga
202102,22.8,2.36,Onondaga
202103,36.2,1.35,Onondaga
202104,46.4,2.87,Onondaga
202105,55.9,3.1,Onondaga
202106,69.1,4.43,Onondaga
202107,69.1,7.21,Onondaga
202108,72.2,7.14,Onondaga
202109,63.2,3.39,Onondaga
202110,56.6,7.46,Onondaga
202111,38.6,3.3,Onondaga
202112,35.1,2.63,Onondaga
202201,17.1,2.16,Onondaga
202202,24.9,2.94,Onondaga
202203,34.9,3.03,Onondaga
202204,44.2,4.06,Onondaga
202205,59.6,2.92,Onondaga
202206,64.4,4.56,Onondaga
202207,71.1,3.09,Onondaga
202208,71.5,4.82,Onondaga
202209,61.8,5.14,Onondaga
202210,50.4,1.09,Onondaga
202211,42.7,4.19,Onondaga
202212,30,2.86,Onondaga
202301,31.1,4.08,Onondaga
202302,29.6,2.32,Onondaga
202303,32.8,3.39,Onondaga
202304,49.4,4.42,Onondaga
202305,54.8,2.29,Onondaga
202306,64.7,5.56,Onondaga
202307,71.7,4.43,Onondaga
202308,67,5.64,Onondaga
202309,62.7,2.27,Onondaga
202310,54.4,3.52,Onondaga
202311,37.8,2.38,Onondaga
202312,36.9,5.14,Onondaga
202401,28,4.31,Onondaga
202402,32.4,1.28,Onondaga
202403,38.5,3.31,Onondaga
202404,47.1,3.83,Onondaga
202405,61.6,3.66,Onondaga
202406,68,4.34,Onondaga
202407,72.6,3.37,Onondaga
202408,68.6,7.22,Onondaga
202409,64.5,2.8,Onondaga
202410,52.1,2.5,Onondaga
202411,43,3.92,Onondaga
202412,29.6,3.47,Onondaga
202501,22.1,2.19,Onondaga
202502,24.1,3.98,Onondaga
202503,38.6,1.63,Onondaga
202504,45.3,3.62,Onondaga
202505,55.4,5.88,Onondaga
202506,67.7,4.33,Onondaga
202507,72.8,2.48,Onondaga
202508,67.8,3.18,Onondaga
202509,62.2,2.13,Onondaga
202510,50.4,3.7,Onondaga
202511,37.7,4.3,Onondaga
202512,24.6,3.62,Onondaga
201601,25.8,1.15,Ontario
201602,28.4,3.74,Ontario
201603,38.9,1.46,Ontario
201604,41.5,1.57,Ontario
201605,56.6,2.6,Ontario
201606,65.5,1.46,Ontario
201607,72,1.87,Ontario
201608,73.6,2.88,Ontario
201609,65,2.82,Ontario
201610,52.4,7.54,Ontario
201611,42.7,2.41,Ontario
201612,29.5,2.29,Ontario
201701,30,2.31,Ontario
201702,33.8,2.36,Ontario
201703,30.8,3.1,Ontario
201704,50.1,4.81,Ontario
201705,55.2,5.05,Ontario
201706,65.9,4.18,Ontario
201707,69.2,6.18,Ontario
201708,66.9,3.14,Ontario
201709,63.2,2.03,Ontario
201710,56.1,5.86,Ontario
201711,37.9,3.18,Ontario
201712,25.1,1.77,Ontario
201801,21.9,2.75,Ontario
201802,31.9,1.9,Ontario
201803,30.3,2.36,Ontario
201804,38.6,2.4,Ontario
201805,62.2,2.22,Ontario
201806,64.7,3.43,Ontario
201807,72,3.51,Ontario
201808,71.4,5.54,Ontario
201809,65,3.42,Ontario
201810,49.3,4.29,Ontario
201811,34.7,4.02,Ontario
201812,31.7,2.38,Ontario
201901,21.8,2.52,Ontario
201902,26.6,2.1,Ontario
201903,31.1,1,Ontario
201904,45,2.47,Ontario
201905,55.1,4.43,Ontario
201906,63.7,4.89,Ontario
201907,71.8,3.17,Ontario
201908,67.7,4.72,Ontario
201909,62.1,2.63,Ontario
201910,51.2,4.35,Ontario
201911,34.6,2.2,Ontario
201912,30,3.65,Ontario
202001,30,1.8,Ontario
202002,27.8,2.59,Ontario
202003,39.2,2.02,Ontario
202004,41.3,2.18,Ontario
202005,55.1,3.01,Ontario
202006,66.9,2.02,Ontario
202007,74.1,5,Ontario
202008,69.9,3.73,Ontario
202009,60.9,2.05,Ontario
202010,50.2,3.27,Ontario
202011,44.8,1.29,Ontario
202012,31.4,2.96,Ontario
202101,27.2,1.5,Ontario
202102,22.7,1.79,Ontario
202103,37.8,1.01,Ontario
202104,46.5,2.95,Ontario
202105,55.9,2.28,Ontario
202106,69.2,2.98,Ontario
202107,68.7,7.41,Ontario
202108,71.9,5.31,Ontario
202109,63.3,3.43,Ontario
202110,56.3,7.96,Ontario
202111,39.4,1.89,Ontario
202112,35.4,1.98,Ontario
202201,18.5,2.1,Ontario
202202,25.5,2.83,Ontario
202203,35.9,2.16,Ontario
202204,45.1,2.75,Ontario
202205,59.4,2.15,Ontario
202206,66,3.44,Ontario
202207,70.8,2.78,Ontario
202208,70.6,3.8,Ontario
202209,61.8,4.16,Ontario
202210,50,0.69,Ontario
202211,42.7,3.26,Ontario
202212,30.2,2.26,Ontario
202301,32.5,3.63,Ontario
202302,31.2,1.85,Ontario
202303,33.8,2.92,Ontario
202304,49.6,3.81,Ontario
202305,54.2,2.47,Ontario
202306,64.2,4.09,Ontario
202307,71.2,5.72,Ontario
202308,66.8,3.22,Ontario
202309,62,2.07,Ontario
202310,53.4,2.29,Ontario
202311,38.3,1.62,Ontario
202312,37.3,3.73,Ontario
202401,28.4,3.74,Ontario
202402,32.8,0.58,Ontario
202403,39,2.22,Ontario
202404,47.4,3.69,Ontario
202405,61.3,2.69,Ontario
202406,68.1,4.86,Ontario
202407,71.6,3.21,Ontario
202408,68.3,4.89,Ontario
202409,63.8,3.86,Ontario
202410,51.9,2.23,Ontario
202411,43.3,3.08,Ontario
202412,29.8,2.06,Ontario
202501,22.2,0.89,Ontario
202502,24.9,2.17,Ontario
202503,39,1.32,Ontario
202504,46.5,2.87,Ontario
202505,55.3,5.2,Ontario
202506,68.5,3.5,Ontario
202507,73.2,2.52,Ontario
202508,67.6,2.4,Ontario
202509,62.6,0.95,Ontario
202510,51.3,3.59,Ontario
202511,38.4,2.43,Ontario
202512,26.2,2.08,Ontario
201601,28.3,2.07,Orange
201602,32.1,4.24,Orange
201603,43.6,0.98,Orange
201604,47.4,2.28,Orange
201605,58.4,3.45,Orange
201606,67.9,2.65,Orange
201607,74.4,7.03,Orange
201608,73.7,2.9,Orange
201609,66.3,1.41,Orange
201610,53.1,2.33,Orange
201611,43.3,3.94,Orange
201612,31.6,3.25,Orange
201701,32,3.22,Orange
201702,34.8,1.91,Orange
201703,33.1,3.79,Orange
201704,52.8,3.84,Orange
201705,57.4,4.96,Orange
201706,67.3,3.29,Orange
201707,72.1,4.81,Orange
201708,69,4.07,Orange
201709,65.4,2.42,Orange
201710,58,5.51,Orange
201711,39.9,0.88,Orange
201712,27.9,1.61,Orange
201801,23.7,3.71,Orange
201802,33.5,4.73,Orange
201803,35.3,2.86,Orange
201804,43.1,4.36,Orange
201805,62.8,3.97,Orange
201806,67.3,3.11,Orange
201807,74.2,7.39,Orange
201808,74.2,6.64,Orange
201809,66.4,6.91,Orange
201810,52.3,4.7,Orange
201811,38.3,8.27,Orange
201812,33.5,4.85,Orange
201901,25.9,5.2,Orange
201902,29.4,2.87,Orange
201903,35,2.54,Orange
201904,50.1,4.64,Orange
201905,58.7,5.74,Orange
201906,66.8,4.06,Orange
201907,74.9,4.66,Orange
201908,70.8,3.62,Orange
201909,64.3,1.02,Orange
201910,54,6.93,Orange
201911,36.8,3.44,Orange
201912,30.9,4.49,Orange
202001,32,1.92,Orange
202002,33.4,2.38,Orange
202003,41.6,3.08,Orange
202004,44.8,3.39,Orange
202005,57.2,3.17,Orange
202006,68.6,2.81,Orange
202007,75.9,4.91,Orange
202008,72.4,4.95,Orange
202009,63.2,3.69,Orange
202010,53,4.06,Orange
202011,44.7,3.62,Orange
202012,32.8,4.01,Orange
202101,28.2,1.57,Orange
202102,26.2,2.85,Orange
202103,39.1,2.49,Orange
202104,49.4,2.41,Orange
202105,57.7,4.78,Orange
202106,69.2,2.23,Orange
202107,71.8,6.79,Orange
202108,73.1,4.87,Orange
202109,65.1,9.35,Orange
202110,57.6,6.78,Orange
202111,39.7,1.83,Orange
202112,36.7,1.62,Orange
202201,22.9,1.87,Orange
202202,29.4,3.3,Orange
202203,38.7,2.63,Orange
202204,47.4,6.54,Orange
202205,61,4.67,Orange
202206,66,3.49,Orange
202207,74.4,1.5,Orange
202208,75,1.6,Orange
202209,64,4.73,Orange
202210,51.2,4.94,Orange
202211,43.3,2.88,Orange
202212,31.2,4.58,Orange
202301,36.2,4.33,Orange
202302,33,1.21,Orange
202303,37.8,2.69,Orange
202304,51.6,5.42,Orange
202305,56.3,1.91,Orange
202306,65.2,5.28,Orange
202307,74.2,10.85,Orange
202308,69.3,4.85,Orange
202309,64.2,8.2,Orange
202310,55.8,3.85,Orange
202311,39.2,2.24,Orange
202312,37.6,7.87,Orange
202401,30.2,5.99,Orange
202402,32.7,1.79,Orange
202403,41.9,6.91,Orange
202404,49.1,4.67,Orange
202405,61.9,4.59,Orange
202406,70.1,2.65,Orange
202407,75,3.2,Orange
202408,70.7,6.4,Orange
202409,63,1.26,Orange
202410,53.9,0.16,Orange
202411,44.8,3.09,Orange
202412,30,3.45,Orange
202501,24.1,0.69,Orange
202502,27.8,2.41,Orange
202503,41.5,3.25,Orange
202504,49.8,3.27,Orange
202505,59.1,8.96,Orange
202506,69.5,3.78,Orange
202507,76.2,3.36,Orange
202508,68.8,2.98,Orange
202509,64.8,2.16,Orange
202510,53,3.66,Orange
202511,40.6,1.94,Orange
202512,27.4,2.52,Orange
201601,27.3,0.93,Orleans
201602,30.1,2.98,Orleans
201603,39.6,1.69,Orleans
201604,41.8,1.45,Orleans
201605,57.5,1.36,Orleans
201606,66.7,0.94,Orleans
201607,73.8,1.46,Orleans
201608,74.9,3.47,Orleans
201609,66.9,2.48,Orleans
201610,54,4.26,Orleans
201611,44.4,2.24,Orleans
201612,31,3.12,Orleans
201701,29.8,2.18,Orleans
201702,33.9,2.41,Orleans
201703,32.8,2.82,Orleans
201704,49.8,4.42,Orleans
201705,54.8,6.12,Orleans
201706,67.1,3.08,Orleans
201707,70.7,5.39,Orleans
201708,68.5,3.71,Orleans
201709,65.3,1.71,Orleans
201710,57.6,4.98,Orleans
201711,39,3.54,Orleans
201712,26,2.2,Orleans
201801,21.3,2.31,Orleans
201802,30.4,2.17,Orleans
201803,30.1,2.17,Orleans
201804,38,3.44,Orleans
201805,62.9,2.01,Orleans
201806,65.9,1.93,Orleans
201807,73.9,2.12,Orleans
201808,72.6,3.5,Orleans
201809,66,2.82,Orleans
201810,49.8,3.82,Orleans
201811,35.1,4.54,Orleans
201812,32.2,1.77,Orleans
201901,20.2,2.83,Orleans
201902,24.9,2.42,Orleans
201903,30.7,1.69,Orleans
201904,44.4,2.95,Orleans
201905,54.3,4.31,Orleans
201906,64.4,3.27,Orleans
201907,72.8,3.23,Orleans
201908,69.2,3.13,Orleans
201909,63.6,3.51,Orleans
201910,52,4.87,Orleans
201911,34,2.22,Orleans
201912,30.8,3.85,Orleans
202001,29.6,2.34,Orleans
202002,27,2.75,Orleans
202003,39.2,2.31,Orleans
202004,41.7,3.24,Orleans
202005,54.9,2.48,Orleans
202006,67.2,2.05,Orleans
202007,75.3,6.11,Orleans
202008,70.8,3.23,Orleans
202009,62.2,2.53,Orleans
202010,50.9,3.1,Orleans
202011,45.9,2.22,Orleans
202012,32.5,2.85,Orleans
202101,27.4,1.74,Orleans
202102,21.5,1.75,Orleans
202103,38.1,1.02,Orleans
202104,47.1,3.72,Orleans
202105,55.9,1.3,Orleans
202106,69.7,2.22,Orleans
202107,69.2,8.43,Orleans
202108,73.2,3.17,Orleans
202109,64,4.94,Orleans
202110,57,5.52,Orleans
202111,40,2.1,Orleans
202112,36.7,1.97,Orleans
202201,18.8,2.35,Orleans
202202,25.4,3.5,Orleans
202203,36.2,1.85,Orleans
202204,44.7,2.26,Orleans
202205,59.3,2.46,Orleans
202206,66.8,2.67,Orleans
202207,71.3,2.94,Orleans
202208,71.1,4.32,Orleans
202209,62.4,2.6,Orleans
202210,50.6,1.92,Orleans
202211,42.8,3.48,Orleans
202212,31.3,2.8,Orleans
202301,31.6,3.74,Orleans
202302,31.2,2.27,Orleans
202303,34.1,3.45,Orleans
202304,48.6,3.94,Orleans
202305,54.4,1.34,Orleans
202306,64.2,2.41,Orleans
202307,71.3,5.49,Orleans
202308,66.9,3.03,Orleans
202309,62.7,1.16,Orleans
202310,53.9,2.46,Orleans
202311,38.4,2.43,Orleans
202312,37.9,3.43,Orleans
202401,27.7,4.41,Orleans
202402,32.9,0.74,Orleans
202403,39.7,2.07,Orleans
202404,47,4.4,Orleans
202405,61,2.73,Orleans
202406,67.6,4.11,Orleans
202407,70.7,4.25,Orleans
202408,68.4,2.95,Orleans
202409,64,2.83,Orleans
202410,52.4,2.12,Orleans
202411,43.8,2.63,Orleans
202412,30.7,2.75,Orleans
202501,22,1.51,Orleans
202502,23.7,2.68,Orleans
202503,38.8,1.76,Orleans
202504,46.3,3.29,Orleans
202505,54.9,4.14,Orleans
202506,68.1,2.72,Orleans
202507,73.4,1.18,Orleans
202508,68,1.78,Orleans
202509,63.2,0.7,Orleans
202510,52,4.1,Orleans
202511,38.4,3.34,Orleans
202512,26.3,3.03,Orleans
201601,24.4,2.18,Oswego
201602,26.1,5.55,Oswego
201603,37.5,2.64,Oswego
201604,40.8,2.58,Oswego
201605,56.2,2.19,Oswego
201606,64.3,3.21,Oswego
201607,71.4,1.72,Oswego
201608,72.5,4.64,Oswego
201609,63.2,3.09,Oswego
201610,51,8.2,Oswego
201611,41,3.25,Oswego
201612,28.2,4.75,Oswego
201701,27.9,4.02,Oswego
201702,31.2,3.47,Oswego
201703,28.2,3.11,Oswego
201704,48.8,5.45,Oswego
201705,54.1,6.38,Oswego
201706,64.4,5.05,Oswego
201707,68.9,5.45,Oswego
201708,66.6,3.32,Oswego
201709,62.9,2.26,Oswego
201710,55.8,6.97,Oswego
201711,37,3.81,Oswego
201712,22.8,4.11,Oswego
201801,19.4,3.98,Oswego
201802,29.8,2.95,Oswego
201803,30.1,3.1,Oswego
201804,37.7,3.22,Oswego
201805,60.7,1.99,Oswego
201806,63.9,2.39,Oswego
201807,72.3,3.98,Oswego
201808,71.3,3.53,Oswego
201809,64.2,3.02,Oswego
201810,48.4,5.25,Oswego
201811,33.8,7,Oswego
201812,28.9,4.24,Oswego
201901,19.2,4.39,Oswego
201902,24.1,3.19,Oswego
201903,29.8,2.08,Oswego
201904,44.4,3.96,Oswego
201905,53.6,6.37,Oswego
201906,62.8,6.14,Oswego
201907,71.6,4.64,Oswego
201908,67.1,3.24,Oswego
201909,61.2,4.06,Oswego
201910,51,6.17,Oswego
201911,33.6,3.14,Oswego
201912,27.9,4.48,Oswego
202001,27.9,3.42,Oswego
202002,26.1,2.88,Oswego
202003,37.4,3.14,Oswego
202004,41.7,2.86,Oswego
202005,54.6,3.97,Oswego
202006,66.2,1.46,Oswego
202007,74.3,3.49,Oswego
202008,70,3.61,Oswego
202009,60.8,2.01,Oswego
202010,49.3,4.4,Oswego
202011,43,3.31,Oswego
202012,31,3.93,Oswego
202101,24.5,2.53,Oswego
202102,22.4,2.35,Oswego
202103,35.8,1.75,Oswego
202104,46.4,2.46,Oswego
202105,55.2,2.62,Oswego
202106,68.6,3.27,Oswego
202107,68.2,8.03,Oswego
202108,71.4,6.32,Oswego
202109,62.6,3.23,Oswego
202110,55.9,7.26,Oswego
202111,38.3,4.42,Oswego
202112,34.1,3.35,Oswego
202201,15.5,2.59,Oswego
202202,24.2,3.61,Oswego
202203,34.2,3.12,Oswego
202204,44.2,4.51,Oswego
202205,59.5,3.53,Oswego
202206,64.2,4.22,Oswego
202207,70.3,4.01,Oswego
202208,70.9,4.85,Oswego
202209,61.6,5.06,Oswego
202210,50.2,1.08,Oswego
202211,42,5.87,Oswego
202212,30,3.75,Oswego
202301,29.7,4.55,Oswego
202302,28.1,2.88,Oswego
202303,32.2,3.12,Oswego
202304,48.9,4.16,Oswego
202305,54.3,2.16,Oswego
202306,64.4,4.32,Oswego
202307,71.3,4.68,Oswego
202308,66.8,6.28,Oswego
202309,62.4,1.78,Oswego
202310,53.9,3.77,Oswego
202311,37.5,3.48,Oswego
202312,36.6,5.49,Oswego
202401,27.5,4.94,Oswego
202402,31.6,1.46,Oswego
202403,38.2,3.16,Oswego
202404,46.9,3.69,Oswego
202405,61.1,3.53,Oswego
202406,67.5,5.23,Oswego
202407,71.8,5.22,Oswego
202408,68,7.84,Oswego
202409,64.2,3.11,Oswego
202410,51.7,2.69,Oswego
202411,42.5,4.14,Oswego
202412,29.1,4.55,Oswego
202501,21.6,3.54,Oswego
202502,22.4,5.02,Oswego
202503,37.4,2.29,Oswego
202504,44.7,3.6,Oswego
202505,54.8,5.59,Oswego
202506,67.3,4.38,Oswego
202507,72.3,3.08,Oswego
202508,68,2.03,Oswego
202509,61.8,2.25,Oswego
202510,50.9,4.44,Oswego
202511,37.4,4.96,Oswego
202512,23.6,4.81,Oswego
201601,22.8,1.59,Otsego
201602,26.8,3.7,Otsego
201603,37.7,1.61,Otsego
201604,40.6,3.56,Otsego
201605,54.4,3.1,Otsego
201606,62.6,3.5,Otsego
201607,68.6,5.5,Otsego
201608,68.7,6.56,Otsego
201609,61.2,2.65,Otsego
201610,49.5,4.76,Otsego
201611,38.4,2.74,Otsego
201612,26.4,3.7,Otsego
201701,26.5,3.55,Otsego
201702,29.2,4.08,Otsego
201703,26.4,3.84,Otsego
201704,48.2,6.25,Otsego
201705,52.8,6.4,Otsego
201706,62.2,6.11,Otsego
201707,67,5.72,Otsego
201708,63.8,3.21,Otsego
201709,61.1,2.16,Otsego
201710,53.6,4.52,Otsego
201711,35.4,1.86,Otsego
201712,22.3,1.8,Otsego
201801,18.6,3.61,Otsego
201802,28.5,3.91,Otsego
201803,28.2,3.57,Otsego
201804,35.9,3.67,Otsego
201805,59,2.9,Otsego
201806,61.9,3.84,Otsego
201807,69.2,4.58,Otsego
201808,68.7,7.34,Otsego
201809,62.8,7.62,Otsego
201810,46.4,5.97,Otsego
201811,31.9,6.31,Otsego
201812,27.2,2.88,Otsego
201901,18.8,4.94,Otsego
201902,24.1,2.69,Otsego
201903,28.5,2.18,Otsego
201904,44,4.57,Otsego
201905,53.5,5.4,Otsego
201906,60.8,4.56,Otsego
201907,68.9,3.28,Otsego
201908,64.7,4.41,Otsego
201909,58.5,2.1,Otsego
201910,49.4,8,Otsego
201911,32,3.92,Otsego
201912,25.3,4.15,Otsego
202001,26.7,2.51,Otsego
202002,26,3.21,Otsego
202003,36.2,2.75,Otsego
202004,39.2,4.05,Otsego
202005,52.9,3.03,Otsego
202006,62.4,2.66,Otsego
202007,70.8,3.77,Otsego
202008,67,6.94,Otsego
202009,58.7,2.75,Otsego
202010,48.7,3.68,Otsego
202011,40.6,2.36,Otsego
202012,29.3,3.93,Otsego
202101,22.6,2.4,Otsego
202102,21.3,2.67,Otsego
202103,33,1.62,Otsego
202104,43.2,3.33,Otsego
202105,52.5,4.29,Otsego
202106,64.4,3.69,Otsego
202107,66.4,8.93,Otsego
202108,68.1,4.9,Otsego
202109,60.1,5.69,Otsego
202110,53.4,8,Otsego
202111,34.6,3,Otsego
202112,32,3.39,Otsego
202201,14.9,2.27,Otsego
202202,23.4,3.97,Otsego
202203,32.3,4.24,Otsego
202204,41.8,6.23,Otsego
202205,57.4,2.34,Otsego
202206,61.3,4.93,Otsego
202207,67.5,3.46,Otsego
